x,y,J,P_finish,P_onsite,P_H,P_N,P_normal,P_finish_N,P_finish_normal,probability_residual,mec_gap,angle_calls,root_count,depth_capped,distance_K1,x_global,y_global,level,scan
-1400.0,-1300.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1914.10448681583,2200.0,-1400.0,2,6
-1400.0,-1200.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1847.65078920638,2100.0,-1400.0,2,6
-1400.0,-1100.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1784.32925528373,2000.0,-1400.0,2,6
-1400.0,-1000.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1724.48495025843,1900.0,-1400.0,2,6
-1400.0,-900.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1668.49207252365,1800.0,-1400.0,2,6
-1400.0,-800.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1616.75083067265,1700.0,-1400.0,2,6
-1400.0,-700.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1569.68171961297,1600.0,-1400.0,2,6
-1400.0,-600.0,747.615393469891,0.0,0.0,0.0,0.999999999999998,0.0,0.0,0.0,-1.88737914186277e-15,1.13686837721616e-13,12.0,0.0,0.0,1527.71664692559,1500.0,-1400.0,2,6
-1400.0,-500.0,747.614636051447,8.15956933300044e-07,0.0,0.0,0.99999898189067,8.15956933300044e-07,0.0,8.15956933300044e-07,-2.02152396600042e-07,1.13686837721616e-13,108.0,0.0,0.0,1491.2865605577,1400.0,-1400.0,2,6
-1400.0,-400.0,747.591940011002,7.03462625550197e-06,0.0,0.0,0.999967665747997,3.73847494903486e-05,0.0,7.03462625550197e-06,5.05049748755759e-06,1.13686837721616e-13,132.0,2.0,0.0,1460.80561954917,1300.0,-1400.0,2,6
-1400.0,-300.0,747.512106945749,9.7422532390355e-06,0.0,0.0,0.999856275614399,0.000137552834326728,0.0,9.7422532390355e-06,-6.17155127402569e-06,1.13686837721616e-13,132.0,2.0,0.0,1436.65253645858,1200.0,-1400.0,2,6
-1400.0,-200.0,747.44170659287,7.53702453936185e-06,0.0,0.0,0.999753774163804,0.000268435076717901,0.0,7.53702453936185e-06,2.22092405213203e-05,1.13686837721616e-13,132.0,2.0,0.0,1419.1504370289,1100.0,-1400.0,2,6
-1400.0,-100.0,747.341201833325,2.84636458142092e-06,0.0,0.0,0.999610688031333,0.000376519953265529,0.0,2.84636458142092e-06,-1.27920154016081e-05,1.13686837721616e-13,132.0,2.0,0.0,1408.54727124288,1000.0,-1400.0,2,6
-1400.0,0.0,747.308352379634,8.34559268398997e-08,0.0,0.0,0.99956277263598,0.000418047196975861,0.0,8.34559268398997e-08,-1.91801670437197e-05,1.13686837721616e-13,132.0,2.0,0.0,1404.99924118563,900.0,-1400.0,2,6
-1400.0,100.0,747.341201833325,2.84636458141893e-06,0.0,0.0,0.999610688031333,0.00037651995326553,0.0,2.84636458141893e-06,-1.27920154016081e-05,1.13686837721616e-13,132.0,2.0,0.0,1408.54727124288,800.0,-1400.0,2,6
-1400.0,200.0,747.44170659287,7.53702453936848e-06,0.0,0.0,0.999753774163804,0.000268435076717897,0.0,7.53702453936848e-06,2.22092405215424e-05,1.13686837721616e-13,132.0,2.0,0.0,1419.1504370289,700.0,-1400.0,2,6
